sample_index;forward_barcode;reverse_barcode;count
i3039;FB201954;RB201954;20114
i3039;FB200971;RB200971;119
i3039;FB200547;RB200547;134827
i3039;FB201177;RB201177;16448
i3039;FB202373;RB202373;248
i3039;FB200417;RB200417;37
i3039;FB200978;RB200978;101
i3039;FB200290;RB200290;14
i3039;FB203403;RB203403;70
i3039;FB201500;RB201500;24
i3039;FB202137;RB202137;30
i3039;FB200229;RB200229;59
i3039;FB202193;RB202193;34
i3039;FB201173;RB201173;98
i3039;FB201636;RB201636;11
i3039;FB200185;RB200185;32
i3039;FB202612;RB202612;67
i3039;FB202271;RB202271;4751
i3039;FB202085;RB202085;145
i3039;FB201265;RB201265;130
i3039;FB201263;RB201263;1251
i3039;FB201219;RB201219;33
i3039;FB202662;RB202662;1706
i3039;FB200698;RB200698;26
i3039;FB203285;RB203285;7
i3039;FB200172;RB200172;16
i3039;FB201873;RB201873;74
i3039;FB200809;RB200809;253
i3039;FB201370;RB201370;623
i3039;FB202849;RB202849;21
i3039;FB202142;RB202142;54
i3039;FB201696;RB201696;9
i3039;FB200621;RB200621;13
i3039;FB200009;RB200009;187
i3039;FB202146;RB202146;14
i3039;FB202596;RB202596;6451
i3039;FB203194;RB203194;79
i3039;FB200176;RB200176;212
i3039;FB202148;RB202148;47
i3039;FB200070;RB200070;88
i3039;FB200223;RB200223;9
i3039;FB202908;RB202908;71
i3039;FB201751;RB201751;10
i3039;FB203037;RB203037;19
i3039;FB201359;RB201359;87
i3039;FB201757;RB201757;15711
i3039;FB203102;RB203102;7805
i3039;FB200337;RB200337;190
i3039;FB200886;RB200886;64818
i3039;FB200255;RB200255;1
i3039;FB201197;RB201197;7060
i3039;FB200770;RB200770;2883
i3039;FB201816;RB201816;96
i3039;FB202450;RB202450;730
i3039;FB202157;RB202157;57
i3039;FB201869;RB201869;210
i3039;FB201984;RB201984;105
i3039;FB200175;RB200175;30362
i3039;FB202098;RB202098;74
i3039;FB202185;RB202185;11
i3039;FB201381;RB201381;1464
i3039;FB200237;RB200237;341
i3039;FB203415;RB203415;1460
i3039;FB201274;RB201274;16
i3039;FB202358;RB202358;41
i3039;FB200430;RB200430;1123
i3039;FB2IC010;RB2IC010;5437
i3039;FB200216;RB200216;5618
i3039;FB203278;RB203278;7999
i3039;FB203205;RB203205;58
i3039;FB200410;RB200410;4376
i3039;FB200343;RB200343;14674
i3039;FB200055;RB200055;436
i3039;FB201715;RB201715;230
i3039;FB201122;RB201122;34480
i3039;FB200132;RB200132;1019
i3039;FB202055;RB202055;21
i3039;FB202584;RB202584;442
i3039;FB201017;RB201017;2012
i3039;FB201591;RB201591;46
i3039;FB200158;RB200158;328
i3039;FB201894;RB201894;82
i3039;FB202387;RB202387;58
i3039;FB201549;RB201549;27
i3039;FB201677;RB201677;12
i3039;FB200419;RB200419;24
i3039;FB201593;RB201593;15
i3039;FB201985;RB201985;515
i3039;FB201523;RB201523;818
i3039;FB201008;RB201008;246905
i3039;FB201961;RB201961;22
i3039;FB200797;RB200797;29858
i3039;FB201690;RB201690;261
i3039;FB200753;RB200753;39
i3039;FB203425;RB203425;2637
i3039;FB202046;RB202046;162
i3039;FB201560;RB201560;8
i3039;FB203286;RB203286;109
i3039;FB203421;RB203421;6417
i3039;FB201721;RB201721;103
i3039;FB200261;RB200261;27
i3039;FB200432;RB200432;2
i3039;FB201763;RB201763;69
i3039;FB201607;RB201607;58
i3039;FB202571;RB202571;65
i3039;FB202043;RB202043;1399
i3039;FB202265;RB202265;51
i3039;FB201953;RB201953;270
i3039;FB200448;RB200448;146988
i3039;FB201444;RB201444;11943
i3039;FB201031;RB201031;1179
i3039;FB201671;RB201671;30
i3039;FB201386;RB201386;8181
i3039;FB202495;RB202495;53541
i3039;FB201139;RB201139;42
i3039;FB201346;RB201346;80
i3039;FB200003;RB200003;7720
i3039;FB202220;RB202220;790
i3039;FB201764;RB201764;165
i3039;FB202423;RB202423;68
i3039;FB200855;RB200855;85
i3039;FB201692;RB201692;4668
i3039;FB201277;RB201277;84
i3039;FB201169;RB201169;7
i3039;FB201575;RB201575;29
i3039;FB201647;RB201647;19
i3039;FB201520;RB201520;710027
i3039;FB200401;RB200401;229
i3039;FB200258;RB200258;53
i3039;FB201294;RB201294;166
i3039;FB200863;RB200863;397571
i3039;FB201510;RB201510;10536
i3039;FB200129;RB200129;962
i3039;FB202351;RB202351;6079
i3039;FB202183;RB202183;15645
i3039;FB200114;RB200114;259
i3039;FB202435;RB202435;2144
i3039;FB200096;RB200096;118673
i3039;FB201033;RB201033;256
i3039;FB201376;RB201376;106
i3039;FB201570;RB201570;131
i3039;FB203431;RB203431;8321
i3039;FB202096;RB202096;165168
i3039;FB201697;RB201697;1025
i3039;FB201280;RB201280;124835
i3039;FB202003;RB202003;116072
i3039;FB200534;RB200534;3764
i3039;FB200240;RB200240;56
i3039;FB200477;RB200477;75142
i3039;FB202371;RB202371;82169
i3039;FB201942;RB201942;2277
i3039;FB202216;RB202216;4
i3039;FB202440;RB202440;10399
i3039;FB202526;RB202526;434
i3039;FB201325;RB201325;11375
i3039;FB201822;RB201822;395
i3039;FB201092;RB201092;180
i3039;FB200872;RB200872;156
i3039;FB201279;RB201279;46
i3039;FB200338;RB200338;14
i3039;FB201009;RB201009;30
i3039;FB202826;RB202826;39315
i3039;FB202214;RB202214;15532
i3039;FB202615;RB202615;23884
i3039;FB201829;RB201829;149
i3039;FB201912;RB201912;6
i3039;FB201379;RB201379;616
i3039;FB200603;RB200603;152
i3039;FB200811;RB200811;21785
i3039;FB200688;RB200688;8
i3039;FB201341;RB201341;16
i3039;FB201820;RB201820;98
i3039;FB200180;RB200180;33899
i3039;FB200171;RB200171;44
i3039;FB202547;RB202547;7
i3039;FB200394;RB200394;2018
i3039;FB201849;RB201849;7182
i3039;FB201428;RB201428;716
i3039;FB200803;RB200803;71646
i3039;FB203227;RB203227;1056
i3039;FB201809;RB201809;6532
i3039;FB201839;RB201839;2416
i3039;FB200614;RB200614;66
i3039;FB202282;RB202282;76320
i3039;FB200663;RB200663;118312
i3039;FB204469;RB204469;389
i3039;FB200420;RB200420;223
i3039;FB200347;RB200347;88
i3039;FB201883;RB201883;150
i3039;FB200794;RB200794;54
i3039;FB203394;RB203394;217
i3039;FB201640;RB201640;86213
i3039;FB202230;RB202230;2413
i3039;FB202661;RB202661;94
i3039;FB200211;RB200211;29430
i3039;FB202955;RB202955;151993
i3039;FB201678;RB201678;10911
i3039;FB202293;RB202293;47902
i3039;FB200661;RB200661;921940
i3039;FB201142;RB201142;1041
i3039;FB201186;RB201186;1813671
i3039;FB202635;RB202635;8837
i3039;FB201348;RB201348;769
i3039;FB200167;RB200167;3846
i3039;FB201545;RB201545;975
i3039;FB202447;RB202447;709
i3039;FB201416;RB201416;2338
i3039;FB200160;RB200160;26305
i3039;FB200882;RB200882;48790
i3039;FB200539;RB200539;5250
i3039;FB200115;RB200115;845
i3039;FB202768;RB202768;10690
i3039;FB201283;RB201283;8274
i3039;FB202488;RB202488;73
i3039;FB201384;RB201384;596
i3039;FB202515;RB202515;31402
i3039;FB201703;RB201703;2577
i3039;FB202528;RB202528;167
i3039;FB201801;RB201801;435
i3039;FB201733;RB201733;68159
i3039;FB202242;RB202242;2
i3039;FB200599;RB200599;1067
i3039;FB200930;RB200930;60630
i3039;FB202088;RB202088;2103
i3039;FB200787;RB200787;766
i3039;FB201347;RB201347;108
i3039;FB202963;RB202963;73083
i3039;FB200029;RB200029;3854
i3039;FB201273;RB201273;234
i3039;FB203168;RB203168;9510
i3039;FB201475;RB201475;3557
i3039;FB201943;RB201943;10468
i3039;FB201708;RB201708;66642
i3039;FB201863;RB201863;15546
i3039;FB200235;RB200235;102
i3039;FB201340;RB201340;21854
i3039;FB201459;RB201459;300
i3039;FB201635;RB201635;13
i3039;FB201453;RB201453;34375
i3039;FB200699;RB200699;40
i3039;FB201287;RB201287;81772
i3039;FB201233;RB201233;15515
i3039;FB201789;RB201789;25
i3039;FB200273;RB200273;16725
i3039;FB200209;RB200209;136
i3039;FB200135;RB200135;59
i3039;FB200947;RB200947;20
i3039;FB201867;RB201867;31221
i3039;FB201612;RB201612;6577
i3039;FB201433;RB201433;324604
i3039;FB201136;RB201136;119
i3039;FB202375;RB202375;66315
i3039;FB201633;RB201633;4987
i3039;FB200089;RB200089;3445
i3039;FB201409;RB201409;85
i3039;FB200687;RB200687;172
i3039;FB200483;RB200483;526
i3039;FB200034;RB200034;125
i3039;FB200002;RB200002;46
i3039;FB200280;RB200280;216
i3039;FB201203;RB201203;256
i3039;FB201172;RB201172;13
i3039;FB201103;RB201103;47
i3039;FB202694;RB202694;205
i3039;FB201064;RB201064;38
i3039;FB200833;RB200833;28
i3039;FB201793;RB201793;137
i3039;FB200640;RB200640;290698
i3039;FB202192;RB202192;1334
i3039;FB201705;RB201705;25
i3039;FB201345;RB201345;372
i3039;FB202620;RB202620;171
i3039;FB200168;RB200168;95
i3039;FB200445;RB200445;28903
i3039;FB201372;RB201372;355
i3039;FB200306;RB200306;15992
i3039;FB203341;RB203341;5176
i3039;FB201730;RB201730;30559
i3039;FB201196;RB201196;8
i3039;FB201539;RB201539;44258
i3039;FB202722;RB202722;409
i3039;FB201517;RB201517;36057
i3039;FB201067;RB201067;40
i3039;FB200080;RB200080;4922
i3039;FB200161;RB200161;3260
i3039;FB203340;RB203340;29
i3039;FB202475;RB202475;41637
i3039;FB201727;RB201727;33248
i3039;FB201238;RB201238;211
i3039;FB201244;RB201244;41205
i3039;FB200174;RB200174;1516
i3039;FB200107;RB200107;2306
i3039;FB200681;RB200681;14725
i3039;FB200182;RB200182;18449
i3039;FB203218;RB203218;20751
i3039;FB200366;RB200366;530
i3039;FB201896;RB201896;3715
i3039;FB201004;RB201004;433
i3039;FB200276;RB200276;790
i3039;FB202586;RB202586;7776
i3039;FB201211;RB201211;9982
i3039;FB202574;RB202574;1259
i3039;FB201814;RB201814;63552
i3039;FB201893;RB201893;97
i3039;FB202613;RB202613;241
i3039;FB201567;RB201567;835
i3039;FB201236;RB201236;854
i3039;FB201516;RB201516;26
i3039;FB203250;RB203250;60070
i3039;FB202603;RB202603;7
i3039;FB202112;RB202112;4535
i3039;FB200110;RB200110;322
i3039;FB203275;RB203275;685
i3039;FB201716;RB201716;5084
i3039;FB201723;RB201723;7431
i3039;FB201741;RB201741;31244
i3039;FB202797;RB202797;3900
i3039;FB200126;RB200126;5
i3039;FB201957;RB201957;77
i3039;FB202393;RB202393;5024
i3039;FB200370;RB200370;7023
i3039;FB201383;RB201383;37
i3039;FB200994;RB200994;81
i3039;FB201434;RB201434;1478
i3039;FB203377;RB203377;40
i3039;FB201768;RB201768;10826
i3039;FB203226;RB203226;71857
i3039;FB202754;RB202754;54
i3039;FB201068;RB201068;20
i3039;FB200206;RB200206;289
i3039;FB202015;RB202015;13163
i3039;FB202027;RB202027;7219
i3039;FB202314;RB202314;26768
i3039;FB202941;RB202941;12392
i3039;FB202701;RB202701;3571
i3039;FB201524;RB201524;4149
i3039;FB202542;RB202542;1003
i3039;FB202674;RB202674;1350
i3039;FB200391;RB200391;43305
i3039;FB200931;RB200931;33
i3039;FB200465;RB200465;6091
i3039;FB201988;RB201988;896
i3039;FB200006;RB200006;712
i3039;FB202262;RB202262;561
i3039;FB200670;RB200670;5653
i3039;FB201675;RB201675;47144
i3039;FB202094;RB202094;666
i3039;FB202104;RB202104;36556
i3039;FB201247;RB201247;42396
i3039;FB202472;RB202472;276
i3039;FB203233;RB203233;24361
i3039;FB201599;RB201599;3
i3039;FB202565;RB202565;6
i3039;FB201472;RB201472;336
i3039;FB202196;RB202196;29223
i3039;FB200314;RB200314;135
i3039;FB202269;RB202269;107
i3039;FB200517;RB200517;1242
i3039;FB201487;RB201487;32
i3039;FB203115;RB203115;15
i3039;FB201406;RB201406;486
i3039;FB202486;RB202486;635
i3039;FB202189;RB202189;1588
i3039;FB202599;RB202599;5897
i3039;FB202783;RB202783;33620
i3039;FB200490;RB200490;67114
i3039;FB202412;RB202412;963
i3039;FB200351;RB200351;38537
i3039;FB201800;RB201800;958
i3039;FB201621;RB201621;2013
i3039;FB200983;RB200983;21665
i3039;FB201551;RB201551;1421
i3039;FB201884;RB201884;494
i3039;FB202979;RB202979;605
i3039;FB200873;RB200873;21636
i3039;FB201558;RB201558;24
i3039;FB202049;RB202049;101607
i3039;FB202136;RB202136;1045
i3039;FB201656;RB201656;2078
i3039;FB201285;RB201285;429
i3039;FB202449;RB202449;71
i3039;FB202149;RB202149;56472
i3039;FB200636;RB200636;32
i3039;FB201183;RB201183;4249
i3039;FB200119;RB200119;20989
i3039;FB201691;RB201691;1250
i3039;FB202125;RB202125;701
i3039;FB202022;RB202022;957
i3039;FB201844;RB201844;26091
i3039;FB202158;RB202158;26037
i3039;FB202729;RB202729;10916
i3039;FB200238;RB200238;123267
i3039;FB201939;RB201939;119607
i3039;FB203528;RB203528;1509
i3039;FB201717;RB201717;30875
i3039;FB201949;RB201949;10802
i3039;FB201408;RB201408;193
i3039;FB201402;RB201402;49
i3039;FB202140;RB202140;6093
i3039;FB202549;RB202549;317
i3039;FB201648;RB201648;15
i3039;FB202291;RB202291;114535
i3039;FB202684;RB202684;1390
i3039;FB201403;RB201403;898
i3039;FB202477;RB202477;122
i3039;FB201016;RB201016;245
i3039;FB202252;RB202252;17
i3039;FB201364;RB201364;65402
i3039;FB200098;RB200098;35
i3039;FB201932;RB201932;12
i3039;FB200729;RB200729;76
i3039;FB203201;RB203201;23
i3039;FB202011;RB202011;8
i3039;FB200739;RB200739;22887
i3039;FB201657;RB201657;1196
i3039;FB200156;RB200156;199
i3039;FB200807;RB200807;16353
i3039;FB202154;RB202154;19523
i3039;FB202064;RB202064;195
i3039;FB200214;RB200214;10
i3039;FB203329;RB203329;104
i3039;FB200849;RB200849;455
i3039;FB201734;RB201734;55
i3039;FB202310;RB202310;33
i3039;FB202804;RB202804;7060
i3039;FB200845;RB200845;242
i3039;FB200867;RB200867;2208
i3039;FB201389;RB201389;3408
i3039;FB202143;RB202143;1612
i3039;FB202114;RB202114;441
i3039;FB200589;RB200589;17827
i3039;FB201583;RB201583;11056
i3039;FB200222;RB200222;1042
i3039;FB200076;RB200076;14827
i3039;FB201431;RB201431;605
i3039;FB202175;RB202175;95340
i3039;FB200908;RB200908;4076
i3039;FB200328;RB200328;199
i3039;FB200221;RB200221;643473
i3039;FB201099;RB201099;80712
i3039;FB202191;RB202191;145
i3039;FB201623;RB201623;44690
i3039;FB201998;RB201998;759
i3039;FB201804;RB201804;70379
i3039;FB202720;RB202720;3403
i3039;FB201749;RB201749;57
i3039;FB201724;RB201724;35
i3039;FB201234;RB201234;77343
i3039;FB201538;RB201538;2174
i3039;FB201609;RB201609;169
i3039;FB201905;RB201905;15167
i3039;FB200031;RB200031;104679
i3039;FB202445;RB202445;1680
i3039;FB203208;RB203208;12148
i3039;FB201813;RB201813;1037
i3039;FB201145;RB201145;235
i3039;FB201393;RB201393;53470
i3039;FB201865;RB201865;13020
i3039;FB200274;RB200274;94453
i3039;FB201430;RB201430;940
i3039;FB200985;RB200985;113575
i3039;FB201597;RB201597;22288
i3039;FB201394;RB201394;3309
i3039;FB202897;RB202897;5213
i3039;FB201935;RB201935;15761
i3039;FB202263;RB202263;406
i3039;FB201613;RB201613;12572
i3039;FB201550;RB201550;85
i3039;FB202733;RB202733;30308
i3039;FB202153;RB202153;5358
i3039;FB202460;RB202460;11372
i3039;FB201411;RB201411;326687
i3039;FB202422;RB202422;108878
i3039;FB202739;RB202739;598
i3039;FB201919;RB201919;597
i3039;FB200082;RB200082;17236
i3039;FB202404;RB202404;26052
i3039;FB201390;RB201390;398006
i3039;FB201909;RB201909;449993
i3039;FB201886;RB201886;83
i3039;FB203419;RB203419;11
i3039;FB203396;RB203396;14413
i3039;FB201242;RB201242;1183
i3039;FB201835;RB201835;425
i3039;FB201926;RB201926;69
i3039;FB202287;RB202287;1
i3039;FB202019;RB202019;89
i3039;FB200591;RB200591;11866
i3039;FB200024;RB200024;106
i3039;FB201321;RB201321;178
i3039;FB203223;RB203223;174
i3039;FB202421;RB202421;20
i3039;FB201833;RB201833;3813
i3039;FB202080;RB202080;38
i3039;FB201468;RB201468;468
i3039;FB201120;RB201120;90
i3039;FB202428;RB202428;12
i3039;FB201299;RB201299;61
i3039;FB200996;RB200996;3989
i3039;FB200056;RB200056;110
i3039;FB203131;RB203131;40
i3039;FB200973;RB200973;14
i3039;FB201735;RB201735;1526
i3039;FB202091;RB202091;287520
i3039;FB202062;RB202062;29
i3039;FB202668;RB202668;71
i3039;FB202044;RB202044;756
i3039;FB202038;RB202038;102
i3039;FB201795;RB201795;30
i3039;FB201686;RB201686;144
i3039;FB201546;RB201546;845
i3039;FB200869;RB200869;53
i3039;FB201160;RB201160;39
i3039;FB202014;RB202014;11
i3039;FB202791;RB202791;126617
i3039;FB201477;RB201477;78148
i3039;FB200609;RB200609;152520
i3039;FB201578;RB201578;83728
i3039;FB200478;RB200478;845246
i3039;FB200381;RB200381;4693
i3039;FB200744;RB200744;41022
i3039;FB201226;RB201226;175
i3039;FB201941;RB201941;6321
i3039;FB201729;RB201729;4792
i3039;FB201719;RB201719;20196
i3039;FB200272;RB200272;27
i3039;FB201689;RB201689;8472
i3039;FB200474;RB200474;7464
i3039;FB201505;RB201505;29
i3039;FB201850;RB201850;186730
i3039;FB203987;RB203987;157458
i3039;FB201097;RB201097;15
i3039;FB200144;RB200144;2525
i3039;FB202489;RB202489;19705
i3039;FB203094;RB203094;51892
i3039;FB200077;RB200077;110
i3039;FB201565;RB201565;19713
i3039;FB200709;RB200709;450
i3039;FB200041;RB200041;18491
i3039;FB202150;RB202150;486
i3039;FB202110;RB202110;33467
i3039;FB201955;RB201955;778
i3039;FB200163;RB200163;2520
i3039;FB200136;RB200136;22200
i3039;FB200906;RB200906;42013
i3039;FB201293;RB201293;73512
i3039;FB201785;RB201785;28
i3039;FB202792;RB202792;699
i3039;FB201586;RB201586;2162
i3039;FB202118;RB202118;1586
i3039;FB200438;RB200438;17
i3039;FB201118;RB201118;11390
i3039;FB200610;RB200610;13
i3039;FB200294;RB200294;34
i3039;FB200507;RB200507;2341
i3039;FB202165;RB202165;83
i3039;FB203336;RB203336;65354
i3039;FB202177;RB202177;269
i3039;FB201712;RB201712;19
i3039;FB200150;RB200150;45
i3039;FB202753;RB202753;833
i3039;FB201224;RB201224;24322
i3039;FB200436;RB200436;32
i3039;FB201915;RB201915;9350
i3039;FB200718;RB200718;39
i3039;FB201728;RB201728;1373
i3039;FB203390;RB203390;82
i3039;FB201447;RB201447;9310
i3039;FB203414;RB203414;72
i3039;FB202163;RB202163;47206
i3039;FB200021;RB200021;45649
i3039;FB202078;RB202078;3798
i3039;FB203065;RB203065;125
i3039;FB200761;RB200761;30832
i3039;FB201312;RB201312;20213
i3039;FB201700;RB201700;1287
i3039;FB201059;RB201059;49
i3039;FB202031;RB202031;18715
i3039;FB201746;RB201746;15463
i3039;FB201181;RB201181;79591
i3039;FB205515;RB205515;66
i3039;FB205516;RB205516;416
i3039;FB205517;RB205517;8
i3039;FB205518;RB205518;31
i3039;FB205519;RB205519;2331
i3039;FB205520;RB205520;7
i3039;FB205521;RB205521;51
i3039;FB205522;RB205522;13
i3039;FB205523;RB205523;12
i3039;FB205524;RB205524;2910
i3039;FB205525;RB205525;474
i3039;FB205526;RB205526;27
i3039;FB205527;RB205527;58433
i3040;FB201772;RB201772;16581
i3040;FB201507;RB201507;129998
i3040;FB203264;RB203264;1735
i3040;FB200972;RB200972;9332
i3040;FB201397;RB201397;544
i3040;FB202538;RB202538;898
i3040;FB203089;RB203089;4318
i3040;FB201251;RB201251;2907
i3040;FB201778;RB201778;163
i3040;FB201782;RB201782;357
i3040;FB201537;RB201537;23545
i3040;FB200755;RB200755;12912
i3040;FB202020;RB202020;543
i3040;FB200489;RB200489;335
i3040;FB201706;RB201706;1136
i3040;FB201259;RB201259;214
i3040;FB201461;RB201461;1954
i3040;FB200735;RB200735;80325
i3040;FB202726;RB202726;334
i3040;FB202068;RB202068;2159
i3040;FB201363;RB201363;2275
i3040;FB202581;RB202581;566
i3040;FB201135;RB201135;4650
i3040;FB201566;RB201566;596
i3040;FB201824;RB201824;1110
i3040;FB200564;RB200564;1783
i3040;FB203249;RB203249;4391
i3040;FB201366;RB201366;2635
i3040;FB200266;RB200266;39177
i3040;FB201738;RB201738;9748
i3040;FB200617;RB200617;30515
i3040;FB201780;RB201780;230
i3040;FB200725;RB200725;2253
i3040;FB201494;RB201494;16261
i3040;FB201531;RB201531;1337
i3040;FB201796;RB201796;670
i3040;FB202405;RB202405;394
i3040;FB201199;RB201199;218345
i3040;FB200502;RB200502;2062
i3040;FB201999;RB201999;75092
i3040;FB200396;RB200396;349270
i3040;FB200007;RB200007;24
i3040;FB200245;RB200245;316
i3040;FB200265;RB200265;193
i3040;FB202407;RB202407;902
i3040;FB202663;RB202663;200
i3040;FB201257;RB201257;9200
i3040;FB201162;RB201162;1751
i3040;FB202579;RB202579;4080
i3040;FB200992;RB200992;3677
i3040;FB203364;RB203364;108254
i3040;FB202169;RB202169;418
i3040;FB200298;RB200298;143104
i3040;FB200563;RB200563;189
i3040;FB202465;RB202465;11295
i3040;FB200120;RB200120;2687
i3040;FB201683;RB201683;64940
i3040;FB202570;RB202570;56564
i3040;FB201501;RB201501;2069
i3040;FB201655;RB201655;31896
i3040;FB202857;RB202857;32213
i3040;FB202079;RB202079;9833
i3040;FB201616;RB201616;2016
i3040;FB200402;RB200402;31926
i3040;FB201239;RB201239;3323
i3040;FB202994;RB202994;31825
i3040;FB200702;RB200702;26767
i3040;FB201878;RB201878;39421
i3040;FB201077;RB201077;3405
i3040;FB200741;RB200741;21210
i3040;FB201062;RB201062;10275
i3040;FB203293;RB203293;278
i3040;FB203328;RB203328;10891
i3040;FB200616;RB200616;1094
i3040;FB200919;RB200919;6271
i3040;FB200038;RB200038;651
i3040;FB200531;RB200531;1072
i3040;FB202534;RB202534;105973
i3040;FB200017;RB200017;13210
i3040;FB201950;RB201950;25494
i3040;FB2IC031;RB2IC031;1592
i3040;FB201515;RB201515;720
i3040;FB204214;RB204214;175
i3040;FB202518;RB202518;10338
i3040;FB201230;RB201230;44566
i3040;FB201407;RB201407;21308
i3040;FB202710;RB202710;3975
i3040;FB203327;RB203327;13274
i3040;FB200742;RB200742;83311
i3040;FB203319;RB203319;50756
i3040;FB201860;RB201860;420
i3040;FB200850;RB200850;13440
i3040;FB202776;RB202776;10072
i3040;FB201161;RB201161;19833
i3040;FB201592;RB201592;99528
i3040;FB200601;RB200601;235
i3040;FB202103;RB202103;64002
i3040;FB203241;RB203241;98
i3040;FB200623;RB200623;1946
i3040;FB201110;RB201110;1920
i3040;FB202860;RB202860;17701
i3040;FB200665;RB200665;3471
i3040;FB201313;RB201313;10645
i3040;FB202909;RB202909;854
i3040;FB200279;RB200279;4425
i3040;FB201128;RB201128;15804
i3040;FB200325;RB200325;10552
i3040;FB202006;RB202006;1933
i3040;FB202070;RB202070;28
i3040;FB201541;RB201541;905
i3040;FB201032;RB201032;1049
i3040;FB202059;RB202059;3473
i3040;FB202054;RB202054;19109
i3040;FB201193;RB201193;2387
i3040;FB200839;RB200839;852
i3040;FB200065;RB200065;2379
i3040;FB202471;RB202471;564
i3040;FB200103;RB200103;31744
i3040;FB201503;RB201503;462
i3040;FB201378;RB201378;299
i3040;FB201981;RB201981;80
i3040;FB201880;RB201880;1251
i3040;FB201256;RB201256;238
i3040;FB201667;RB201667;74425
i3040;FB201184;RB201184;166831
i3040;FB200764;RB200764;36167
i3040;FB200063;RB200063;5214
i3040;FB201245;RB201245;117136
i3040;FB200789;RB200789;16625
i3040;FB200319;RB200319;939
i3040;FB202060;RB202060;695
i3040;FB200066;RB200066;19949
i3040;FB201352;RB201352;19008
i3040;FB203333;RB203333;1882
i3040;FB201201;RB201201;1231
i3040;FB200530;RB200530;11102
i3040;FB200473;RB200473;8698
i3040;FB201522;RB201522;1544
i3040;FB200717;RB200717;2751
i3040;FB200149;RB200149;1852
i3040;FB202013;RB202013;295
i3040;FB201025;RB201025;34
i3040;FB201010;RB201010;52090
i3040;FB203365;RB203365;163259
i3040;FB201654;RB201654;653
i3040;FB203314;RB203314;421
i3040;FB201714;RB201714;2334
i3040;FB201900;RB201900;1109
i3040;FB201458;RB201458;2254
i3040;FB202161;RB202161;694
i3040;FB201246;RB201246;456
i3040;FB201808;RB201808;1169
i3040;FB200937;RB200937;14590
i3040;FB201151;RB201151;212
i3040;FB201913;RB201913;5074
i3040;FB201557;RB201557;6117
i3040;FB201442;RB201442;7493
i3040;FB200383;RB200383;504
i3040;FB201254;RB201254;1836
i3040;FB201441;RB201441;794
i3040;FB201603;RB201603;618
i3040;FB202951;RB202951;991
i3040;FB202698;RB202698;577
i3040;FB201620;RB201620;4439
i3040;FB200518;RB200518;708
i3040;FB200446;RB200446;2287
i3040;FB201871;RB201871;558
i3040;FB200049;RB200049;362
i3040;FB201577;RB201577;1293
i3040;FB200954;RB200954;459
i3040;FB201499;RB201499;742
i3040;FB201380;RB201380;361
i3040;FB201292;RB201292;25269
i3040;FB201562;RB201562;6451
i3040;FB200690;RB200690;1426
i3040;FB202089;RB202089;6101
i3040;FB201684;RB201684;3613
i3040;FB201131;RB201131;17295
i3040;FB203075;RB203075;1020
i3040;FB201569;RB201569;1057
i3040;FB202045;RB202045;636
i3040;FB201231;RB201231;760
i3040;FB201688;RB201688;4487
i3040;FB202419;RB202419;784
i3040;FB203292;RB203292;4976
i3040;FB202159;RB202159;436
i3040;FB202977;RB202977;3926
i3040;FB201972;RB201972;8227
i3040;FB201165;RB201165;833
i3040;FB200010;RB200010;3460
i3040;FB201476;RB201476;376
i3040;FB201252;RB201252;183
i3040;FB201910;RB201910;3288
i3040;FB201174;RB201174;8594
i3040;FB202641;RB202641;26
i3040;FB200684;RB200684;3517
i3040;FB202457;RB202457;41021
i3040;FB200804;RB200804;11217
i3040;FB200078;RB200078;377
i3040;FB202767;RB202767;1419
i3040;FB201784;RB201784;6039
i3040;FB200920;RB200920;586
i3040;FB200834;RB200834;298
i3040;FB202086;RB202086;35507
i3040;FB202277;RB202277;228
i3040;FB200805;RB200805;104646
i3040;FB202947;RB202947;786
i3040;FB202500;RB202500;75
i3040;FB200491;RB200491;376
i3040;FB202145;RB202145;2031
i3040;FB200253;RB200253;264
i3040;FB202883;RB202883;108533
i3040;FB201811;RB201811;12622
i3040;FB201843;RB201843;2425
i3040;FB202677;RB202677;2689
i3040;FB200044;RB200044;932
i3040;FB201288;RB201288;8501
i3040;FB200233;RB200233;1382
i3040;FB201634;RB201634;3467
i3040;FB201275;RB201275;12050
i3040;FB201066;RB201066;216409
i3040;FB202356;RB202356;627
i3040;FB203004;RB203004;4395
i3040;FB201208;RB201208;1133
i3040;FB201388;RB201388;374
i3040;FB200281;RB200281;1656
i3040;FB201225;RB201225;52213
i3040;FB200106;RB200106;2331
i3040;FB201249;RB201249;165
i3040;FB201588;RB201588;694
i3040;FB201590;RB201590;1490
i3040;FB201962;RB201962;7167
i3040;FB203056;RB203056;552
i3040;FB201898;RB201898;18247
i3040;FB202111;RB202111;26972
i3040;FB201496;RB201496;1010
i3040;FB202523;RB202523;1582
i3040;FB201858;RB201858;1280
i3040;FB201036;RB201036;22896
i3040;FB201319;RB201319;76331
i3040;FB202670;RB202670;968
i3040;FB201722;RB201722;2690
i3040;FB200086;RB200086;898
i3040;FB201977;RB201977;778
i3040;FB201773;RB201773;27690
i3040;FB200019;RB200019;7103
i3040;FB202562;RB202562;174
i3040;FB201235;RB201235;2095
i3040;FB203870;RB203870;259
i3040;FB202790;RB202790;266
i3040;FB201582;RB201582;3789
