sample_index;forward_barcode;reverse_barcode;count
i3001;FB201772;RB201772;3073
i3001;FB201507;RB201507;710
i3001;FB203264;RB203264;772
i3001;FB200972;RB200972;242
i3001;FB201397;RB201397;476
i3001;FB202538;RB202538;271
i3001;FB203089;RB203089;11
i3001;FB201251;RB201251;515
i3001;FB201778;RB201778;98
i3001;FB201782;RB201782;1071
i3001;FB201537;RB201537;14
i3001;FB200755;RB200755;98
i3001;FB202020;RB202020;43
i3001;FB200489;RB200489;789
i3001;FB201706;RB201706;552
i3001;FB201259;RB201259;93
i3001;FB201461;RB201461;1284
i3001;FB200735;RB200735;783
i3001;FB202726;RB202726;1233
i3001;FB202068;RB202068;1477
i3001;FB201363;RB201363;497
i3001;FB202581;RB202581;1100
i3001;FB201135;RB201135;3958
i3001;FB201566;RB201566;35
i3001;FB201824;RB201824;19
i3001;FB200564;RB200564;366
i3001;FB203249;RB203249;148
i3001;FB201366;RB201366;189
i3001;FB200266;RB200266;12214
i3001;FB201738;RB201738;105
i3001;FB200617;RB200617;1447
i3001;FB201780;RB201780;67
i3001;FB200725;RB200725;10
i3001;FB201494;RB201494;154
i3001;FB201531;RB201531;1196
i3001;FB201796;RB201796;561
i3001;FB202405;RB202405;66
i3001;FB201199;RB201199;7749
i3001;FB200502;RB200502;419
i3001;FB201999;RB201999;7757
i3001;FB200396;RB200396;8234
i3001;FB200007;RB200007;176
i3001;FB200245;RB200245;379
i3001;FB200265;RB200265;391
i3001;FB202407;RB202407;15
i3001;FB202663;RB202663;105
i3001;FB201257;RB201257;2161
i3001;FB201162;RB201162;4521
i3001;FB202579;RB202579;1282
i3001;FB200992;RB200992;965
i3001;FB203364;RB203364;11953
i3001;FB202169;RB202169;917
i3001;FB200298;RB200298;2606
i3001;FB200563;RB200563;135
i3001;FB202465;RB202465;5396
i3001;FB200120;RB200120;57
i3001;FB201683;RB201683;33167
i3001;FB202570;RB202570;23841
i3001;FB201501;RB201501;3862
i3001;FB201655;RB201655;574
i3001;FB202857;RB202857;349
i3001;FB202079;RB202079;379
i3001;FB201616;RB201616;48
i3001;FB200402;RB200402;3206
i3001;FB201239;RB201239;9071
i3001;FB202994;RB202994;1825
i3001;FB200702;RB200702;514
i3001;FB201878;RB201878;513
i3001;FB201077;RB201077;381
i3001;FB200741;RB200741;3126
i3001;FB201062;RB201062;31992
i3001;FB203293;RB203293;496
i3001;FB203328;RB203328;2140
i3001;FB200616;RB200616;762
i3001;FB200919;RB200919;990
i3001;FB200038;RB200038;268
i3001;FB200531;RB200531;123
i3001;FB202534;RB202534;4280
i3001;FB200017;RB200017;1001
i3001;FB201950;RB201950;497
i3001;FB2IC031;RB2IC031;5031
i3001;FB201515;RB201515;74
i3001;FB204214;RB204214;12
i3001;FB202518;RB202518;455
i3001;FB201230;RB201230;2120
i3001;FB201407;RB201407;1114
i3001;FB202710;RB202710;1051
i3001;FB203327;RB203327;2223
i3001;FB200742;RB200742;298
i3001;FB203319;RB203319;76782
i3001;FB201860;RB201860;24752
i3001;FB200850;RB200850;734
i3001;FB202776;RB202776;754
i3001;FB201161;RB201161;154
i3001;FB201592;RB201592;867
i3001;FB200601;RB200601;95
i3001;FB202103;RB202103;279
i3001;FB203241;RB203241;127
i3001;FB200623;RB200623;146
i3001;FB201110;RB201110;4965
i3001;FB202860;RB202860;1007
i3001;FB200665;RB200665;372
i3001;FB201313;RB201313;2819
i3001;FB202909;RB202909;468
i3001;FB200279;RB200279;1320
i3001;FB201128;RB201128;2960
i3001;FB200325;RB200325;625
i3001;FB202006;RB202006;568
i3001;FB202070;RB202070;69
i3001;FB201541;RB201541;4367
i3001;FB201032;RB201032;1431
i3001;FB202059;RB202059;249
i3001;FB202054;RB202054;3356
i3001;FB201193;RB201193;496
i3001;FB200839;RB200839;452
i3001;FB200065;RB200065;53
i3001;FB202471;RB202471;305
i3001;FB200103;RB200103;302
i3001;FB201503;RB201503;91
i3001;FB201378;RB201378;4076
i3001;FB201981;RB201981;15
i3001;FB201880;RB201880;42
i3001;FB201256;RB201256;239
i3001;FB201667;RB201667;1943
i3001;FB201184;RB201184;24014
i3001;FB200764;RB200764;11475
i3001;FB200063;RB200063;4055
i3001;FB201245;RB201245;3612
i3001;FB200789;RB200789;75585
i3001;FB200319;RB200319;178
i3001;FB202060;RB202060;412
i3001;FB200066;RB200066;1436
i3001;FB201352;RB201352;1049
i3001;FB203333;RB203333;357
i3001;FB201201;RB201201;260
i3001;FB200530;RB200530;751
i3001;FB200473;RB200473;200
i3001;FB201522;RB201522;219
i3001;FB200717;RB200717;566
i3001;FB200149;RB200149;169
i3001;FB202013;RB202013;1138
i3001;FB201025;RB201025;356
i3001;FB201010;RB201010;7540
i3001;FB203365;RB203365;65609
i3001;FB201654;RB201654;314
i3001;FB203314;RB203314;41
i3001;FB201714;RB201714;174
i3001;FB201900;RB201900;2202
i3001;FB201458;RB201458;419
i3001;FB202161;RB202161;48
i3001;FB201246;RB201246;50
i3001;FB201808;RB201808;105
i3001;FB200937;RB200937;82
i3001;FB201151;RB201151;140
i3001;FB201913;RB201913;12
i3001;FB201557;RB201557;2530
i3001;FB201442;RB201442;212
i3001;FB200383;RB200383;625
i3001;FB201254;RB201254;92
i3001;FB201441;RB201441;27
i3001;FB201603;RB201603;693
i3001;FB202951;RB202951;120
i3001;FB202698;RB202698;314
i3001;FB201620;RB201620;135
i3001;FB200518;RB200518;78
i3001;FB200446;RB200446;33
i3001;FB201871;RB201871;1059
i3001;FB200049;RB200049;280
i3001;FB201577;RB201577;25
i3001;FB200954;RB200954;196
i3001;FB201499;RB201499;1804
i3001;FB201380;RB201380;1578
i3001;FB201292;RB201292;163
i3001;FB201562;RB201562;172
i3001;FB200690;RB200690;57
i3001;FB202089;RB202089;397
i3001;FB201684;RB201684;7
i3001;FB201131;RB201131;4582
i3001;FB203075;RB203075;105
i3001;FB201569;RB201569;1604
i3001;FB202045;RB202045;20
i3001;FB201231;RB201231;531
i3001;FB201688;RB201688;2205
i3001;FB202419;RB202419;27
i3001;FB203292;RB203292;380
i3001;FB202159;RB202159;18
i3001;FB202977;RB202977;9543
i3001;FB201972;RB201972;2131
i3001;FB201165;RB201165;189
i3001;FB200010;RB200010;309
i3001;FB201476;RB201476;50
i3001;FB201252;RB201252;136
i3001;FB201910;RB201910;77
i3001;FB201174;RB201174;539
i3001;FB202641;RB202641;9
i3001;FB200684;RB200684;70
i3001;FB202457;RB202457;279
i3001;FB200804;RB200804;463
i3001;FB200078;RB200078;214
i3001;FB202767;RB202767;445
i3001;FB201784;RB201784;593
i3001;FB200920;RB200920;12
i3001;FB200834;RB200834;407
i3001;FB202086;RB202086;5438
i3001;FB202277;RB202277;39
i3001;FB200805;RB200805;4974
i3001;FB202947;RB202947;2692
i3001;FB202500;RB202500;86
i3001;FB200491;RB200491;2928
i3001;FB202145;RB202145;1943
i3001;FB200253;RB200253;614
i3001;FB202883;RB202883;385
i3001;FB201811;RB201811;376
i3001;FB201843;RB201843;118
i3001;FB202677;RB202677;72
i3001;FB200044;RB200044;404
i3001;FB201288;RB201288;177
i3001;FB200233;RB200233;43
i3001;FB201634;RB201634;107
i3001;FB201275;RB201275;749
i3001;FB201066;RB201066;62
i3001;FB202356;RB202356;327
i3001;FB203004;RB203004;991
i3001;FB201208;RB201208;21
i3001;FB201388;RB201388;304
i3001;FB200281;RB200281;907
i3001;FB201225;RB201225;21605
i3001;FB200106;RB200106;747
i3001;FB201249;RB201249;31
i3001;FB201588;RB201588;747
i3001;FB201590;RB201590;50
i3001;FB201962;RB201962;772
i3001;FB203056;RB203056;417309
i3001;FB201898;RB201898;2833
i3001;FB202111;RB202111;644
i3001;FB201496;RB201496;672
i3001;FB202523;RB202523;4486
i3001;FB201858;RB201858;3220
i3001;FB201036;RB201036;194
i3001;FB201319;RB201319;3533
i3001;FB202670;RB202670;880
i3001;FB201722;RB201722;612
i3001;FB200086;RB200086;12
i3001;FB201977;RB201977;78
i3001;FB201773;RB201773;7112
i3001;FB200019;RB200019;2799
i3001;FB202562;RB202562;562
i3001;FB201235;RB201235;990
i3001;FB203870;RB203870;229
i3001;FB202790;RB202790;648
i3001;FB201582;RB201582;1007
i3001;FB202573;RB202573;194
i3001;FB202587;RB202587;297
i3001;FB201217;RB201217;288
i3001;FB201532;RB201532;380
i3001;FB201311;RB201311;8742
i3001;FB201665;RB201665;43
i3001;FB200590;RB200590;25115
i3001;FB201845;RB201845;9303
i3001;FB200881;RB200881;153
i3001;FB200271;RB200271;265027
i3001;FB202485;RB202485;2813
i3001;FB201803;RB201803;423
i3001;FB202406;RB202406;162
i3001;FB200418;RB200418;2198
i3001;FB201060;RB201060;57
i3001;FB200123;RB200123;230
i3001;FB202595;RB202595;42
i3001;FB201422;RB201422;11
i3001;FB203221;RB203221;4135
i3001;FB200372;RB200372;220
i3001;FB201825;RB201825;1421
i3001;FB200545;RB200545;311
i3001;FB200577;RB200577;34
i3001;FB200475;RB200475;79
i3001;FB200061;RB200061;175
i3001;FB200275;RB200275;186
i3001;FB201078;RB201078;1972
i3001;FB200212;RB200212;6479
i3001;FB202841;RB202841;2096
i3001;FB200215;RB200215;1143
i3001;FB200334;RB200334;1159
i3001;FB200923;RB200923;2847
i3001;FB201480;RB201480;2292
i3001;FB201114;RB201114;747
i3001;FB202071;RB202071;3934
i3001;FB200147;RB200147;274
i3001;FB201754;RB201754;4475
i3001;FB200800;RB200800;1832
i3001;FB203196;RB203196;278
i3001;FB200069;RB200069;762
i3001;FB200403;RB200403;2277
i3001;FB200837;RB200837;1066
i3001;FB200331;RB200331;29
i3001;FB200389;RB200389;705
i3001;FB201338;RB201338;2042
i3001;FB202680;RB202680;4061
i3001;FB201701;RB201701;1041
i3001;FB201937;RB201937;135
i3001;FB201695;RB201695;315
i3001;FB201924;RB201924;3324
i3001;FB201851;RB201851;1418
i3001;FB201917;RB201917;195
i3001;FB204052;RB204052;27
i3001;FB201150;RB201150;494
i3001;FB201146;RB201146;26
i3001;FB201600;RB201600;12643
i3001;FB202010;RB202010;372
i3001;FB201412;RB201412;90
i3001;FB200267;RB200267;2619
i3001;FB202273;RB202273;7260
i3001;FB202299;RB202299;91
i3001;FB202607;RB202607;276519
i3001;FB200091;RB200091;4197
i3001;FB202182;RB202182;650
i3001;FB203317;RB203317;217
i3001;FB200339;RB200339;162
i3001;FB200360;RB200360;74
i3001;FB202752;RB202752;126
i3001;FB200734;RB200734;106279
i3001;FB202734;RB202734;261
i3001;FB202058;RB202058;740
i3001;FB201102;RB201102;17411
i3001;FB200399;RB200399;13126
i3001;FB201237;RB201237;2142
i3001;FB201540;RB201540;126797
i3001;FB202340;RB202340;3831
i3001;FB200241;RB200241;819
i3001;FB201769;RB201769;278
i3001;FB200109;RB200109;124
i3001;FB201138;RB201138;620
i3001;FB201947;RB201947;84906
i3001;FB200497;RB200497;18143
i3001;FB203202;RB203202;197
i3001;FB200875;RB200875;1085
i3001;FB201210;RB201210;654
i3001;FB202144;RB202144;618
i3001;FB201870;RB201870;1116
i3001;FB202995;RB202995;832
i3001;FB201970;RB201970;805
i3001;FB200064;RB200064;252
i3001;FB202066;RB202066;675
i3001;FB200256;RB200256;63
i3001;FB202198;RB202198;2257
i3001;FB203050;RB203050;792
i3001;FB201082;RB201082;54
i3001;FB201420;RB201420;145
i3001;FB201526;RB201526;1826
i3001;FB201463;RB201463;247
i3001;FB201527;RB201527;838
i3001;FB203324;RB203324;901
i3001;FB202736;RB202736;90
i3001;FB200090;RB200090;350
i3001;FB200468;RB200468;1107
i3001;FB2IC045;RB2IC045;10135
i3001;FB201747;RB201747;47
i3001;FB200244;RB200244;2153
i3001;FB201572;RB201572;87
i3001;FB201787;RB201787;31
i3001;FB200199;RB200199;51
i3001;FB202691;RB202691;842
i3001;FB200715;RB200715;3109
i3001;FB201124;RB201124;136
i3001;FB200415;RB200415;84
i3001;FB202138;RB202138;7
i3001;FB200998;RB200998;43
i3001;FB202171;RB202171;473
i3001;FB200682;RB200682;1980
i3001;FB201479;RB201479;216
i3001;FB202134;RB202134;58
i3001;FB202025;RB202025;21
i3001;FB203289;RB203289;542
i3001;FB201377;RB201377;678
i3001;FB200300;RB200300;21
i3001;FB200915;RB200915;3509
i3001;FB202787;RB202787;9868
i3001;FB203345;RB203345;8239
i3001;FB201269;RB201269;6092
i3001;FB202200;RB202200;113
i3001;FB201255;RB201255;1083
i3001;FB202201;RB202201;565
i3001;FB202583;RB202583;516
i3001;FB201432;RB201432;1337
i3001;FB201156;RB201156;389
i3001;FB201334;RB201334;450
i3001;FB203277;RB203277;1425
i3001;FB200878;RB200878;167
i3001;FB200408;RB200408;960
i3001;FB200309;RB200309;304
i3001;FB202258;RB202258;92
i3001;FB200030;RB200030;77
i3001;FB202725;RB202725;3746
i3001;FB200548;RB200548;23099
i3001;FB200242;RB200242;5231
i3001;FB200411;RB200411;1616
i3001;FB200270;RB200270;1084
i3001;FB202629;RB202629;2995
i3001;FB201410;RB201410;164
i3001;FB201544;RB201544;809
i3001;FB202476;RB202476;87
i3001;FB200884;RB200884;373
i3001;FB200571;RB200571;140
i3001;FB200188;RB200188;232
i3001;FB200980;RB200980;671
i3001;FB202497;RB202497;15
i3001;FB200263;RB200263;8
i3001;FB202188;RB202188;753
i3001;FB201243;RB201243;195
i3001;FB201798;RB201798;2168
i3001;FB202817;RB202817;253
i3001;FB202794;RB202794;11068
i3001;FB201398;RB201398;78
i3001;FB201399;RB201399;229
i3001;FB201666;RB201666;171
i3001;FB201343;RB201343;116
i3001;FB201147;RB201147;25
i3001;FB202555;RB202555;2395
i3001;FB201266;RB201266;14
i3001;FB201987;RB201987;3671
i3001;FB202100;RB202100;364
i3001;FB202845;RB202845;262
i3001;FB201830;RB201830;3806
i3001;FB200247;RB200247;447
i3001;FB201925;RB201925;1054
i3001;FB202928;RB202928;329
i3001;FB202120;RB202120;126
i3001;FB201774;RB201774;1511
i3001;FB202116;RB202116;90
i3001;FB202106;RB202106;382
i3001;FB201148;RB201148;300
i3001;FB201960;RB201960;88054
i3001;FB200673;RB200673;31
i3001;FB200317;RB200317;14451
i3001;FB202128;RB202128;1504
i3001;FB202147;RB202147;5320
i3001;FB201990;RB201990;121
i3001;FB200427;RB200427;112
i3001;FB201927;RB201927;109
i3001;FB202850;RB202850;5045
i3001;FB201704;RB201704;16
i3001;FB202172;RB202172;387
i3001;FB200203;RB200203;145
i3001;FB200033;RB200033;42
i3001;FB200151;RB200151;185
i3001;FB202180;RB202180;801
i3001;FB203352;RB203352;941
i3001;FB202430;RB202430;933
i3001;FB203309;RB203309;1605
i3001;FB202083;RB202083;1099
i3001;FB202133;RB202133;9127
i3001;FB201134;RB201134;6616
i3001;FB200014;RB200014;140
i3001;FB201614;RB201614;2260
i3001;FB200050;RB200050;5982
i3001;FB200196;RB200196;316
i3001;FB202432;RB202432;274
i3001;FB201638;RB201638;334
i3001;FB201991;RB201991;186
i3001;FB200653;RB200653;59
i3001;FB200732;RB200732;98
i3001;FB200982;RB200982;131
i3001;FB200792;RB200792;738
i3001;FB200127;RB200127;391
i3001;FB201506;RB201506;505
i3001;FB201043;RB201043;1166
i3001;FB200291;RB200291;55
i3001;FB201556;RB201556;139
i3001;FB202108;RB202108;112
i3001;FB202343;RB202343;35332
i3001;FB200234;RB200234;7930
i3001;FB201868;RB201868;455
i3001;FB202514;RB202514;57
i3001;FB201450;RB201450;33
i3001;FB202203;RB202203;872
i3001;FB200153;RB200153;80
i3001;FB200204;RB200204;897
i3001;FB200659;RB200659;1408
i3001;FB201194;RB201194;247
i3001;FB200752;RB200752;178
i3001;FB201797;RB201797;174
i3001;FB200288;RB200288;2262
i3001;FB201954;RB201954;1545
i3001;FB200971;RB200971;389
i3001;FB200547;RB200547;45528
i3001;FB201177;RB201177;956
i3001;FB202373;RB202373;110513
i3001;FB200417;RB200417;65
i3001;FB200978;RB200978;275
i3001;FB200290;RB200290;70
i3001;FB203403;RB203403;249
i3001;FB201500;RB201500;87
i3001;FB202137;RB202137;77
i3001;FB200229;RB200229;169
i3001;FB202193;RB202193;149
i3001;FB201173;RB201173;429
i3001;FB201636;RB201636;39
i3001;FB200185;RB200185;237
i3001;FB202612;RB202612;231
i3001;FB202271;RB202271;1399
i3001;FB202085;RB202085;314
i3001;FB201265;RB201265;515
i3001;FB201263;RB201263;1577
i3001;FB201219;RB201219;94
i3001;FB202662;RB202662;952
i3001;FB200698;RB200698;110
i3001;FB203285;RB203285;44
i3001;FB200172;RB200172;108
i3001;FB201873;RB201873;279
i3001;FB200809;RB200809;925
i3001;FB201370;RB201370;5313
i3001;FB202849;RB202849;82
i3001;FB202142;RB202142;210
i3001;FB201696;RB201696;47
i3001;FB200621;RB200621;50
i3001;FB200009;RB200009;532
i3001;FB202146;RB202146;25
i3001;FB202596;RB202596;302
i3001;FB203194;RB203194;1610
i3001;FB200176;RB200176;719
i3001;FB202148;RB202148;176
i3001;FB200070;RB200070;241
i3001;FB200223;RB200223;145
i3001;FB202908;RB202908;223
i3001;FB201751;RB201751;37
i3001;FB203037;RB203037;333
i3001;FB201359;RB201359;233
i3001;FB201757;RB201757;3413
i3001;FB203102;RB203102;1178
i3001;FB200337;RB200337;478
i3001;FB200886;RB200886;1699
i3001;FB200255;RB200255;20
i3001;FB201197;RB201197;51
i3001;FB200770;RB200770;1891
i3001;FB201816;RB201816;196
i3001;FB202450;RB202450;51
i3001;FB202157;RB202157;36
i3001;FB201869;RB201869;356
i3001;FB201984;RB201984;1726
i3001;FB200175;RB200175;10821
i3001;FB202098;RB202098;73
i3001;FB202185;RB202185;13
i3001;FB201381;RB201381;117
i3001;FB200237;RB200237;774
i3001;FB203415;RB203415;79
i3001;FB201274;RB201274;86
i3001;FB202358;RB202358;156
i3001;FB200430;RB200430;63
i3001;FB2IC010;RB2IC010;18060
i3001;FB200216;RB200216;3068
i3001;FB203278;RB203278;223
i3001;FB203205;RB203205;135
i3001;FB200410;RB200410;429
i3001;FB200343;RB200343;823
i3001;FB200055;RB200055;1209
i3001;FB201715;RB201715;165
i3001;FB201122;RB201122;7439
i3001;FB200132;RB200132;248
i3001;FB202055;RB202055;49
i3001;FB202584;RB202584;1362
i3001;FB201017;RB201017;181
i3001;FB201591;RB201591;200
i3001;FB200158;RB200158;334
i3001;FB201894;RB201894;1323
i3001;FB202387;RB202387;1247
i3001;FB201549;RB201549;40
i3001;FB201677;RB201677;27
i3001;FB200419;RB200419;78
i3001;FB201593;RB201593;62
i3001;FB201985;RB201985;1880
i3001;FB201523;RB201523;2737
i3001;FB201008;RB201008;88310
i3001;FB201961;RB201961;141
i3001;FB200797;RB200797;3693
i3001;FB201690;RB201690;92
i3001;FB200753;RB200753;72
i3001;FB203425;RB203425;5229
i3001;FB202046;RB202046;133
i3001;FB201560;RB201560;25
i3001;FB203286;RB203286;216
i3001;FB203421;RB203421;28
i3001;FB201721;RB201721;133
i3001;FB200261;RB200261;126
i3001;FB200432;RB200432;674
i3001;FB201763;RB201763;24
i3001;FB201607;RB201607;222
i3001;FB202571;RB202571;2185
i3001;FB202043;RB202043;1976
i3001;FB202265;RB202265;160
i3001;FB201953;RB201953;667
i3001;FB200448;RB200448;2849
i3001;FB201444;RB201444;915
i3001;FB201031;RB201031;129
i3001;FB201671;RB201671;178
i3001;FB201386;RB201386;875
i3001;FB202495;RB202495;1057
i3001;FB201139;RB201139;131
i3001;FB201346;RB201346;286
i3001;FB200003;RB200003;1288
i3001;FB202220;RB202220;100
i3001;FB201764;RB201764;308
i3001;FB202423;RB202423;350
i3001;FB200855;RB200855;447
i3001;FB201692;RB201692;246
i3001;FB201277;RB201277;314
i3001;FB201169;RB201169;39
i3001;FB201575;RB201575;124
i3001;FB201647;RB201647;61
i3001;FB201520;RB201520;39568
i3001;FB200401;RB200401;55
i3001;FB200258;RB200258;408
i3001;FB201294;RB201294;34
i3001;FB200863;RB200863;18690
i3001;FB201510;RB201510;1556
i3001;FB200129;RB200129;315
i3001;FB202351;RB202351;137
i3001;FB202183;RB202183;12246
i3001;FB200114;RB200114;322
i3001;FB202435;RB202435;333
i3001;FB200096;RB200096;879
i3001;FB201033;RB201033;1537
i3001;FB201376;RB201376;2681
i3001;FB201570;RB201570;27677
i3001;FB203431;RB203431;6347
i3001;FB202096;RB202096;2042
i3001;FB201697;RB201697;335
i3001;FB201280;RB201280;3122
i3001;FB202003;RB202003;173
i3001;FB200534;RB200534;6258
i3001;FB200240;RB200240;374
i3001;FB200477;RB200477;11651
i3001;FB202371;RB202371;66857
i3001;FB201942;RB201942;28411
i3001;FB202216;RB202216;23
i3001;FB202440;RB202440;7517
i3001;FB202526;RB202526;6370
i3001;FB201325;RB201325;1646
i3001;FB201822;RB201822;1476
i3001;FB201092;RB201092;61
i3001;FB200872;RB200872;112
i3001;FB201279;RB201279;46
i3001;FB200338;RB200338;3859
i3001;FB201009;RB201009;52
i3001;FB202826;RB202826;5938
i3001;FB202214;RB202214;2102
i3001;FB202615;RB202615;1547
i3001;FB201829;RB201829;323
i3001;FB201912;RB201912;37
i3001;FB201379;RB201379;2445
i3001;FB200603;RB200603;525
i3001;FB200811;RB200811;475
i3001;FB200688;RB200688;15
i3001;FB201341;RB201341;34
i3001;FB201820;RB201820;321
i3001;FB200180;RB200180;604
i3001;FB200171;RB200171;89
i3001;FB202547;RB202547;10
i3001;FB200394;RB200394;81
i3001;FB201849;RB201849;533
i3001;FB201428;RB201428;868
i3001;FB200803;RB200803;9916
i3001;FB203227;RB203227;214
i3001;FB201809;RB201809;1023
i3001;FB201839;RB201839;1538
i3001;FB200614;RB200614;75
i3001;FB202282;RB202282;1229
i3001;FB200663;RB200663;1646
i3001;FB204469;RB204469;1153
i3001;FB200420;RB200420;372
i3001;FB200347;RB200347;88
i3001;FB201883;RB201883;629
i3001;FB200794;RB200794;231
i3001;FB203394;RB203394;3872
i3001;FB201640;RB201640;26592
i3001;FB202230;RB202230;41
i3001;FB202661;RB202661;79
i3001;FB200211;RB200211;578
i3001;FB202955;RB202955;1671
i3001;FB201678;RB201678;1451
i3001;FB202293;RB202293;363
i3001;FB200661;RB200661;4968
i3001;FB201142;RB201142;3298
i3001;FB201186;RB201186;8029
i3001;FB202635;RB202635;3368
i3001;FB201348;RB201348;1509
i3001;FB200167;RB200167;1545
i3001;FB201545;RB201545;263
i3001;FB202447;RB202447;228
i3001;FB201416;RB201416;302
i3001;FB200160;RB200160;524
i3001;FB200882;RB200882;33128
i3001;FB200539;RB200539;1046
i3001;FB200115;RB200115;616
i3001;FB202768;RB202768;5750
i3001;FB201283;RB201283;7025
i3001;FB202488;RB202488;92
i3001;FB201384;RB201384;1427
i3001;FB202515;RB202515;60
i3001;FB201703;RB201703;137
i3001;FB202528;RB202528;218
i3001;FB201801;RB201801;1769
i3001;FB201733;RB201733;230268
i3001;FB202242;RB202242;13
i3001;FB200599;RB200599;626
i3001;FB200930;RB200930;12823
i3001;FB202088;RB202088;365
i3001;FB200787;RB200787;92756
i3001;FB201347;RB201347;263
i3001;FB202963;RB202963;1335
i3001;FB200029;RB200029;10553
i3001;FB201273;RB201273;1093
i3001;FB203168;RB203168;300
i3001;FB201475;RB201475;127
i3001;FB201943;RB201943;5155
i3001;FB201708;RB201708;8179
i3001;FB201863;RB201863;199
i3001;FB200235;RB200235;42
i3001;FB201340;RB201340;2038
i3001;FB201459;RB201459;107
i3001;FB201635;RB201635;35
i3001;FB201453;RB201453;8576
i3001;FB200699;RB200699;137
i3001;FB201287;RB201287;14996
i3001;FB201233;RB201233;6667
i3001;FB201789;RB201789;63
i3001;FB200273;RB200273;1771
i3001;FB200209;RB200209;451
i3001;FB200135;RB200135;162
i3001;FB200947;RB200947;585
i3001;FB201867;RB201867;1458
i3001;FB201612;RB201612;567
i3001;FB201433;RB201433;40694
i3001;FB201136;RB201136;208
i3001;FB202375;RB202375;100024
i3001;FB201633;RB201633;105
i3001;FB200089;RB200089;1322
i3001;FB201409;RB201409;201
i3001;FB200687;RB200687;234
i3001;FB200483;RB200483;181
i3001;FB200034;RB200034;10
i3001;FB200002;RB200002;113
i3001;FB200280;RB200280;588
i3001;FB201203;RB201203;168
i3001;FB201172;RB201172;13
i3001;FB201103;RB201103;204
i3001;FB202694;RB202694;40
i3001;FB201064;RB201064;114
i3001;FB200833;RB200833;83
i3001;FB201793;RB201793;92
i3001;FB200640;RB200640;11402
i3001;FB202192;RB202192;2161
i3001;FB201705;RB201705;202
i3001;FB201345;RB201345;1058
i3001;FB202620;RB202620;627
i3001;FB200168;RB200168;266
i3001;FB200445;RB200445;842
i3001;FB201372;RB201372;324
i3001;FB200306;RB200306;2572
i3001;FB203341;RB203341;206
i3001;FB201730;RB201730;1600
i3001;FB201196;RB201196;18
i3001;FB201539;RB201539;5722
i3001;FB202722;RB202722;1621
i3001;FB201517;RB201517;443
i3001;FB201067;RB201067;76
i3001;FB200080;RB200080;164
i3001;FB200161;RB200161;5678
i3001;FB203340;RB203340;156
i3001;FB202475;RB202475;35160
i3001;FB201727;RB201727;10890
i3001;FB201238;RB201238;106
i3001;FB201244;RB201244;829
i3001;FB200174;RB200174;1187
i3001;FB200107;RB200107;409
i3001;FB200681;RB200681;3971
i3001;FB200182;RB200182;2921
i3001;FB203218;RB203218;12049
i3001;FB200366;RB200366;828
i3001;FB201896;RB201896;631
i3001;FB201004;RB201004;1684
i3001;FB200276;RB200276;22
i3001;FB202586;RB202586;546
i3001;FB201211;RB201211;863
i3001;FB202574;RB202574;248
i3001;FB201814;RB201814;1429
i3001;FB201893;RB201893;382
i3001;FB202613;RB202613;392
i3001;FB201567;RB201567;141
i3001;FB201236;RB201236;47574
i3001;FB201516;RB201516;109
i3001;FB203250;RB203250;6241
i3001;FB202603;RB202603;50
i3001;FB202112;RB202112;598
i3001;FB200110;RB200110;958
i3001;FB203275;RB203275;544
i3001;FB201716;RB201716;2403
i3001;FB201723;RB201723;3387
i3001;FB201741;RB201741;15927
i3001;FB202797;RB202797;718
i3001;FB200126;RB200126;26
i3001;FB201957;RB201957;168
i3001;FB202393;RB202393;100
i3001;FB200370;RB200370;1104
i3001;FB201383;RB201383;254
i3001;FB200994;RB200994;30
i3001;FB201434;RB201434;2141
i3001;FB203377;RB203377;1782
i3001;FB201768;RB201768;1739
i3001;FB203226;RB203226;4711
i3001;FB202754;RB202754;31
i3001;FB201068;RB201068;99
i3001;FB200206;RB200206;647
i3001;FB202015;RB202015;925
i3001;FB202027;RB202027;1478
i3001;FB202314;RB202314;238
i3001;FB202941;RB202941;1904
i3001;FB202701;RB202701;343
i3001;FB201524;RB201524;9548
i3001;FB202542;RB202542;81
i3001;FB202674;RB202674;3279
i3001;FB200391;RB200391;728
i3001;FB200931;RB200931;43
i3001;FB200465;RB200465;179
i3001;FB201988;RB201988;4560
i3001;FB200006;RB200006;209
i3001;FB202262;RB202262;62
i3001;FB200670;RB200670;857
i3001;FB201675;RB201675;2220
i3001;FB202094;RB202094;464
i3001;FB202104;RB202104;10444
i3001;FB201247;RB201247;5102
i3001;FB202472;RB202472;382
i3001;FB203233;RB203233;11746
i3001;FB201599;RB201599;25
i3001;FB202565;RB202565;21
i3001;FB201472;RB201472;381
i3001;FB202196;RB202196;8774
i3001;FB200314;RB200314;281
i3001;FB202269;RB202269;131
i3001;FB200517;RB200517;90
i3001;FB201487;RB201487;296
i3001;FB203115;RB203115;31
i3001;FB201406;RB201406;614
i3001;FB202486;RB202486;651
i3001;FB202189;RB202189;1855
i3001;FB202599;RB202599;614
i3001;FB202783;RB202783;653
i3001;FB200490;RB200490;1210
i3001;FB202412;RB202412;774
i3001;FB200351;RB200351;67
i3001;FB201800;RB201800;616
i3001;FB201621;RB201621;213
i3001;FB200983;RB200983;125
i3001;FB201551;RB201551;2843
i3001;FB201884;RB201884;729
